author;title;date;lang_TALD;lang_world;branch_TALD;branch_world;url;from_TALD;from_Glottolog;from_Scholar;from_rsl
Alisultanov A.S.;Редупликация как грамматическое средство в лезгинских языках;2011;Archi, Aghul, Lezgian, Tabasaran, Udi, Budukh, Kryz, Rutul, Tsakhur;Aghul, Archi, Budukh, Kryz, Lezgian, Rutul, Tabasaran, Tsakhur, Udi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01005444883;0;0;0;1
Alisultanov A.S.;Редупликация в лезгинских языках;2012;Archi, Aghul, Lezgian, Tabasaran, Udi, Budukh, Kryz, Rutul, Tsakhur;Aghul, Archi, Budukh, Kryz, Lezgian, Rutul, Tabasaran, Tsakhur, Udi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01005088818;0;0;0;1
Alisultanov A.S.;Редупликация в лексической системе лезгинских языков;2012;Archi, Aghul, Lezgian, Tabasaran, Udi, Budukh, Kryz, Rutul, Tsakhur;Aghul, Archi, Budukh, Kryz, Lezgian, Rutul, Tabasaran, Tsakhur, Udi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01006691462;0;0;0;1
Alisultanov A.S. and Islamov R.A.;Хновский говор рутульского языка;2022;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01011072693;0;1;0;1
Alisultanov A.S. and Sulejmanova T.A.;Рутульско-русский словарь;2019;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01010275874;1;1;0;1
Alisultanova M.A.;Лексика андийского языка;2010;Upper Andi, Lower Andi;Andi;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004645566;1;0;0;1
Alisultanova M.A. and Magomedova P.A.;Дунялла бахуннирсси халгъгъиллIол гъгъванаб мицIцIиллассол мухал (Сказки народов мира на андийском языке);2010;Upper Andi;Andi;Avar-Andic;Avar-Andic;;1;0;0;0
Aliverdieva S.A.;Фонетические и морфологические особенности гогазского говора лезгинского языка;2006;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003011124;1;0;0;1
Alkhasova D.N.;Структурно-семантическая характеристика эмоциональных концептов в лезгинском и английском языках;2010;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004704504;0;0;0;1
Alkhastova T.S.;Вокализм и консонантизм чеченского, английского и французского языков: сопоставительный аспект;2012;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01006699898;0;0;0;1
Alkhastova T.S.;Сопоставительно-типологическое исследование чеченского, английского и французского языков на фонологическом уровне;2012;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01005409035;0;0;0;1
Allassonnière-Tang M. and Bellamy K. and Rochant N. and Schreur J.W.;Predicting grammatical gender in Nakh languages: Three methods compared;2022;Tsova-Tush, Chechen;Chechen, Tsova-Tush;Nakh;Nakh;;0;0;1;0
Almurzaeva P.Kh.;Заимствованная лексика чеченского языка;2012;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01005461488;0;0;0;1
Almurzaeva P.Kh.;Лексика восточного происхождения в чеченском языке;2014;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01007484016;0;0;0;1
Amirova P.A.;Дейктические системы и средства их выражения в дагестанских и германских языках;2006;Avar, Upper Andi, Lower Andi, Northern Akhvakh, Southern Akhvakh, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01003305400;0;0;0;1
Amirova P.A. and Mallaeva Z.M.;Дейктическая функция указательных частиц в аварском и каратинском языках;2006;Avar, Karata;Avar, Karata;Avar-Andic;Avar-Andic;;0;0;1;0
Amirova P.A. and Mallaeva Z.M.;Дейктическая система наречий в аварском языке;2007;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Anderson G.D.S.;Lak Phonology;1997;Lak;Lak;Lak;Lak;;0;1;0;0
Anker Felix and Forker D.;Bridging constructions in Tsezic languages;2019;Bezhta, Hunzib, Khwarshi, Hinuq, Tsez;Bezhta, Hinuq, Hunzib, Khwarshi, Tsez;Tsezic;Tsezic;;0;0;1;0
Ardoteli N.A.;Historical-comparative analysis of phonological system of the Avar-Andi-Dido languages;2002;Avar, Upper Andi, Tsez;Andi, Avar, Tsez;Avar-Andic, Tsezic;Avar-Andic, Tsezic;;0;1;0;0
Ardoteli N.A.;Historical-comparative phonetics of Avar-Andi-Dido Languages;2009;Avar, Upper Andi, Tsez;Andi, Avar, Tsez;Avar-Andic, Tsezic;Avar-Andic, Tsezic;;0;1;0;0
Ardoteli N.A.;Bežit'uri ena (gramat'ik'uli analizi, t'ekst'ebi, leksik'oni);2010;Bezhta;Bezhta;Tsezic;Tsezic;;0;1;0;0
Ardoteli N.A.;Bežit'uri-kartuli leksik'oni;2017;Bezhta;Bezhta;Tsezic;Tsezic;;0;1;0;0
Arkadiev P.M. and Maisak T.A.;Grammaticalization in the North Caucasian languages;2018;Archi, Aghul, Lezgian, Tabasaran, Udi, Kryz, Rutul, Tsakhur, Budukh;Aghul, Archi, Budukh, Kryz, Lezgian, Rutul, Tabasaran, Tsakhur, Udi;Lezgic;Lezgic;;0;0;1;0
Arkhipov A. and Daniel M.A. and Belyaev O. and Moroz G. and Esling J.H.;A reinterpretation of lower-vocal-tract articulations in Caucasian languages;2019;Archi, Aghul, Mehweb, Amuzgi-Shiri;Aghul, Archi, Dargwa;Dargwic, Lezgic;Dargwic, Lezgic;;0;0;1;0
Arsakhanov I.A.;Аккинский диалект в системе чечено-ингушского языка;1959;Chechen, Ingush;Chechen, Ingush;Nakh;Nakh;;0;1;0;0
Arsakhanov I.A.;Чеченская диалектология;1969;Chechen, Ingush;Chechen, Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01010181044;1;1;0;1
Arsakhanova M.A.-Kh.;Парадигма времени немецкого и чеченского глагола;2010;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01004903898;0;0;0;1
Arsanukaev A.M.;Нохчийн-оьрсийн, оьрсийн-нохчийн словарь;2016;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01008816753;0;0;0;1
Asadova G.N.;Каракюринский говор самурского наречия лезгинского языка: фонетика, морфология, лексика;2013;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01006728974;1;0;0;1
Asadulaeva P.G.;Наречие в аварском литературном языке;2007;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01003318022;0;0;0;1
Asaliev D.A.;Кимильский говор и его место в диалектной системе лезгинского языка;2003;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003297019;1;0;0;1
Asalieva S.I.;Сравнительно-сопоставительный анализ темпоральной лексики лезгинского, английского и немецкого языков;2009;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004382765;0;0;0;1
Asalieva S.I.;Темпоральная лексика английского, немецкого и лезгинского языков;2011;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01005410850;0;0;0;1
Aselderova R.O.;Морфологическая структура и семантика словообразовательных моделей сложных существительных и прилагательных в аварском языке в сопоставлении с русским;2000;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01000272817;0;0;0;1
Ashuralieva R.K.;Структурно-семантическая организация словосочетаний в табасаранском языке;2010;Tabasaran;Tabasaran;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004697516;0;0;0;1
Askhabalieva K.Z.;Императив аварского языка в функционально-семантическом освещении;2013;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01006611323;0;0;0;1
Aslankhanova G.Z.;Сопоставительное исследование союзов и союзных слов в лезгинском и азербайджанском языках;2007;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003320590;0;0;0;1
Aslanov A.M.;Взаимоотношения азербайджанского и цахурского языков: на материале закатальско-кахских говоров;1964;Tsakhur;Tsakhur;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01010476040;0;0;0;1
Aslanova S.M.;Словообразование синонимов в лезгинском и английском языках;2010;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004708471;0;0;0;1
Ataev B.M.;Сравнительный анализ местоимений аваро-андо-цезских языков;1985;Avar, Upper Andi, Lower Andi, Botlikh, Godoberi, Chamalal, Tindi, Bagvalal, Karata, Northern Akhvakh, Southern Akhvakh, Tsez, Hinuq, Khwarshi, Bezhta, Hunzib, Tukita, Gigatli;Akhvakh, Andi, Avar, Bagvalal, Bezhta, Botlikh, Chamalal, Godoberi, Hinuq, Hunzib, Karata, Khwarshi, Tindi, Tsez;Avar-Andic, Tsezic;Avar-Andic, Tsezic;https://search.rsl.ru/ru/record/01004051683;0;0;0;1
Ataev B.M.;Морфология аваро-андо-цезских языков: структурные и материальные общности;1996;Tsez, Upper Andi;Andi, Tsez;Avar-Andic, Tsezic;Avar-Andic, Tsezic;https://search.rsl.ru/ru/record/01001736327;0;1;0;1
Ataev B.M.;Формирование и развитие аварского литературного языка;1998;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01000192259;0;0;0;1
Ataev B.M.;Аварский язык с англо-аварским словарем;2014;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01007590595;0;0;0;1
Ataev B.M.;Цветообозначение в аварском языке;2018;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01009887715;0;0;0;1
Ataev B.M. and Sirazhudinova K.K.;Имена числительные в некоторых диалектах аварского языка в сравнении с андо-цезскими;2007;Avar;Avar;Avar-Andic;Avar-Andic;;1;0;0;0
Ausev M.A.;Ghalghaj halkqa asaras, illes, nazamas: Hialhara arahecar;1999;Ingush;Ingush;Nakh;Nakh;;0;1;0;0
Ausheva E.A.;Именные части речи в ингушском языке;2007;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01003320787;0;0;0;1
Ausheva E.A.;ХІанзара гІалгІай мотт. Морфологи: Морфологи: университета студенташта лаьрхІа дешара пособи;2021;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01010823179;0;0;0;1
Ausheva E.A.;ГIалгIай метта морфологе практикум. 1- ра дакъа: университета студенташта лаьрхIа дешара-методически пособи;2024;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01013520478;0;0;0;1
Authier Gilles;"Description du Kryz: Langue caucasique du nord-est parlée en Azerbaıdjan (dialecte d'Alik); Grammaire et textes de littérature orale";2009;Kryz;Kryz;Lezgic;Lezgic;;0;1;0;0
Authier Gilles;Grammaire kryz;2009;Kryz;Kryz;Lezgic;Lezgic;;1;1;0;0
Authier Gilles;Azeri morphology in Kryz (East Caucasian);2010;Kryz;Kryz;Lezgic;Lezgic;;1;0;0;0
Authier Gilles;Finite and Non-Finite: Prosodic Distinctions on Budugh Verb Stems;2010;Budukh;Budukh;Lezgic;Lezgic;;0;1;0;0
Authier Gilles;Tindi;2020;Tindi;Tindi;Avar-Andic;Avar-Andic;;1;0;0;0
Authier Gilles;Clusivity and the history of personal pronouns in East Caucasian;2021;Kryz;Kryz;Lezgic;Lezgic;;1;0;0;0
Authier Gilles;Rutul (manuscript);2021;Rutul;Rutul;Lezgic;Lezgic;;1;0;0;0
